$Params	#AB Mem:Count	#AB Mem:Mean	#AB Mem:Std	#AB Mem:Sem	#AB Mem:Min	#AB Mem:Q1	#AB Mem:Median	#AB Mem:Q3	#AB Mem:Max	#AC Mem:Count	#AC Mem:Mean	#AC Mem:Std	#AC Mem:Sem	#AC Mem:Min	#AC Mem:Q1	#AC Mem:Median	#AC Mem:Q3	#AC Mem:Max	#Lure Mem:Count	#Lure Mem:Mean	#Lure Mem:Std	#Lure Mem:Sem	#Lure Mem:Min	#Lure Mem:Q1	#Lure Mem:Median	#Lure Mem:Q3	#Lure Mem:Max	#FirstZero:Count	#FirstZero:Mean	#FirstZero:Std	#FirstZero:Sem	#FirstZero:Min	#FirstZero:Q1	#FirstZero:Median	#FirstZero:Q3	#FirstZero:Max
late	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	9	0	0	9	9	9	9	9
